LINK_MODEL_BASED::ORIGINAL::LEFT_KNEE_ANGLE
File	Frame	X 	Y 	Z 
 - 	611	-12.638359	0.842907	8.665369
 - 	612	-14.996906	1.315703	8.350014
 - 	613	-17.893988	1.907174	8.028074
 - 	614	-21.234602	2.577533	7.727931
 - 	615	-24.953335	3.287517	7.465848
 - 	616	-29.012152	4.004399	7.242950
 - 	617	-33.387524	4.705294	7.046755
 - 	618	-38.056026	5.380063	6.860786
 - 	619	-42.987324	6.029761	6.679742
 - 	620	-48.145039	6.653629	6.520406
 - 	621	-53.487713	7.230260	6.413002
 - 	622	-58.967113	7.713874	6.374186
 - 	623	-64.528404	8.052654	6.387367
 - 	624	-70.113754	8.209602	6.407221
 - 	625	-75.664017	8.171385	6.376672
 - 	626	-81.115814	7.948759	6.237470
 - 	627	-86.398026	7.574036	5.930279
 - 	628	-91.433807	7.100582	5.398514
 - 	629	-96.148224	6.599891	4.609479
 - 	630	-100.474953	6.146097	3.582188
 - 	631	-104.358482	5.796075	2.396295
 - 	632	-107.752327	5.575404	1.161464
 - 	633	-110.616814	5.474214	-0.031086
 - 	634	-112.917580	5.457580	-1.119895
 - 	635	-114.620728	5.476981	-2.059805
 - 	636	-115.688103	5.469167	-2.825427
 - 	637	-116.082741	5.355577	-3.405015
 - 	638	-115.782608	5.058601	-3.776841
 - 	639	-114.790985	4.534143	-3.908047
 - 	640	-113.136620	3.800343	-3.786919
 - 	641	-110.866821	2.933716	-3.459954
 - 	642	-108.043015	2.033320	-3.019610
 - 	643	-104.735077	1.182242	-2.543019
 - 	644	-101.006447	0.426290	-2.049235
 - 	645	-96.899796	-0.222536	-1.493714
 - 	646	-92.434113	-0.765352	-0.803352
 - 	647	-87.612091	-1.207691	0.045735
 - 	648	-82.433838	-1.566875	1.000467
 - 	649	-76.910217	-1.867703	1.991200
 - 	650	-71.067467	-2.126254	2.980089
 - 	651	-64.942055	-2.340168	3.960004
 - 	652	-58.575073	-2.486786	4.942183
 - 	653	-52.012234	-2.530002	5.934691
 - 	654	-45.311611	-2.436702	6.915389
 - 	655	-38.562016	-2.192309	7.824043
 - 	656	-31.906303	-1.809702	8.575969
 - 	657	-25.552519	-1.334813	9.085678
 - 	658	-19.758677	-0.842840	9.293930
 - 	659	-14.791536	-0.415922	9.187058
 - 	660	-10.877449	-0.112244	8.802330
 - 	661	-8.165653	0.053356	8.220316
 - 	662	-6.708890	0.108528	7.542095
 - 	663	-6.456702	0.106339	6.861992
 - 	664	-7.264708	0.100012	6.253167
 - 	665	-8.928038	0.117573	5.762656
 - 	666	-11.230633	0.149774	5.405191
 - 	667	-13.990585	0.161823	5.160484
 - 	668	-17.085102	0.122677	4.984082
 - 	669	-20.445290	0.031322	4.832322
 - 	670	-24.022434	-0.080215	4.688810
 - 	671	-27.742521	-0.167487	4.574021
 - 	672	-31.477303	-0.200103	4.529119
 - 	673	-35.051201	-0.174865	4.583451
 - 	674	-38.278717	-0.104486	4.730579
 - 	675	-41.013039	0.010878	4.931108
 - 	676	-43.180080	0.202527	5.132612
 - 	677	-44.776669	0.518807	5.285087
 - 	678	-45.839127	0.986297	5.350209
 - 	679	-46.407951	1.582319	5.318452
 - 	680	-46.505165	2.241432	5.231306
 - 	681	-46.128288	2.885576	5.183515
 - 	682	-45.261791	3.454375	5.287500
 - 	683	-43.895634	3.920930	5.614460
 - 	684	-42.034889	4.288179	6.150321
 - 	685	-39.704231	4.571089	6.793044
 - 	686	-36.956459	4.773968	7.393757
 - 	687	-33.877842	4.873021	7.827580
 - 	688	-30.583918	4.821949	8.054420
 - 	689	-27.208748	4.579344	8.128479
 - 	690	-23.884298	4.133348	8.163848
 - 	691	-20.715406	3.514535	8.287640
 - 	692	-17.775295	2.797275	8.586404
 - 	693	-15.132493	2.082920	9.055037
 - 	694	-12.883105	1.468649	9.587115
 - 	695	-11.159397	1.020986	10.026628
 - 	696	-10.109678	0.771453	10.249423
 - 	697	-9.860353	0.730139	10.218478
 - 	698	-10.479158	0.893825	9.973412
 - 	699	-11.956589	1.241875	9.577479
 - 	700	-14.211761	1.737487	9.087243
 - 	701	-17.119524	2.339602	8.558936
 - 	702	-20.547483	3.011034	8.054478
 - 	703	-24.387924	3.716773	7.630530
 - 	704	-28.573057	4.422495	7.322124
 - 	705	-33.069649	5.099874	7.132627
 - 	706	-37.860336	5.733531	7.034378
 - 	707	-42.925003	6.322134	6.982448
 - 	708	-48.229183	6.868014	6.939748
 - 	709	-53.720303	7.358714	6.897551
 - 	710	-59.332809	7.758070	6.870629
 - 	711	-64.999573	8.018401	6.869409
 - 	712	-70.659851	8.101006	6.876323
 - 	713	-76.257294	7.988831	6.847193
 - 	714	-81.733727	7.692907	6.730980
 - 	715	-87.024826	7.254158	6.483723
 - 	716	-92.059181	6.734999	6.063698
 - 	717	-96.762428	6.205671	5.424369
 - 	718	-101.065559	5.732878	4.525844
 - 	719	-104.912186	5.375343	3.370012
 - 	720	-108.260437	5.182341	2.045244
 - 	721	-111.077087	5.172383	0.714658
 - 	722	-113.326668	5.302144	-0.488008
 - 	723	-114.965462	5.472993	-1.541346
 - 	724	-115.947517	5.571665	-2.490721
 - 	725	-116.237434	5.499465	-3.351847
 - 	726	-115.821701	5.183764	-4.070681
 - 	727	-114.714615	4.594038	-4.548383
 - 	728	-112.952766	3.760559	-4.721538
 - 	729	-110.584564	2.772039	-4.632658
 - 	730	-107.666756	1.742636	-4.399156
 - 	731	-104.261673	0.767615	-4.124518
 - 	732	-100.427361	-0.102340	-3.831948
 - 	733	-96.207657	-0.851599	-3.434788
 - 	734	-91.628586	-1.475785	-2.793692
 - 	735	-86.702965	-1.980887	-1.840387
 - 	736	-81.440231	-2.393583	-0.620158
 - 	737	-75.852234	-2.749661	0.766886
 - 	738	-69.950539	-3.070574	2.219604
 - 	739	-63.745132	-3.348875	3.659374
 - 	740	-57.254898	-3.545630	5.037270
 - 	741	-50.527813	-3.605049	6.314953
 - 	742	-43.662338	-3.485182	7.444281
 - 	743	-36.820023	-3.182902	8.372096
 - 	744	-30.219049	-2.735646	9.048421
 - 	745	-24.106064	-2.205950	9.430073
 - 	746	-18.722202	-1.664465	9.496645
 - 	747	-14.277762	-1.179154	9.268094
 - 	748	-10.928973	-0.804755	8.803059
 - 	749	-8.751617	-0.567876	8.181420
 - 	750	-7.723592	-0.457925	7.486581
 - 	751	-7.729080	-0.434431	6.793808
 - 	752	-8.588882	-0.447842	6.160965
 - 	753	-10.108315	-0.462529	5.619462
 - 	754	-12.121616	-0.468631	5.169368
 - 	755	-14.520540	-0.474949	4.785109
 - 	756	-17.262184	-0.489060	4.434515
 - 	757	-20.344957	-0.499502	4.102904
 - 	758	-23.756870	-0.475991	3.808009
 - 	759	-27.423931	-0.392874	3.595146
 - 	760	-31.186655	-0.255015	3.510415
 - 	761	-34.820290	-0.096893	3.568293
 - 	762	-38.090973	0.047577	3.738901
 - 	763	-40.814945	0.175291	3.960057
 - 	764	-42.890125	0.315915	4.158240
 - 	765	-44.293251	0.512797	4.270742
 - 	766	-45.056770	0.804040	4.269089
 - 	767	-45.240898	1.203847	4.170506
 - 	768	-44.908615	1.690561	4.034216
 - 	769	-44.110718	2.218124	3.953508
 - 	770	-42.885029	2.738431	4.036287
 - 	771	-41.261055	3.212048	4.366995
 - 	772	-39.261879	3.607862	4.967636
 - 	773	-36.908619	3.900695	5.776557
 - 	774	-34.234207	4.067262	6.654541
 - 	775	-31.299717	4.079307	7.429722
 - 	776	-28.200888	3.904304	7.972937
 - 	777	-25.058531	3.525063	8.261639
 - 	778	-21.996717	2.967370	8.386287
 - 	779	-19.126133	2.308815	8.487951
 - 	780	-16.547195	1.658547	8.667317
 - 	781	-14.365829	1.120589	8.929067
 - 	782	-12.703583	0.761298	9.198826
 - 	783	-11.688108	0.603125	9.388169
 - 	784	-11.425409	0.643204	9.448073
 - 	785	-11.970315	0.867256	9.378175
 - 	786	-13.309256	1.248172	9.201767
 - 	787	-15.363177	1.745508	8.940361
 - 	788	-18.014696	2.314572	8.610822
 - 	789	-21.147943	2.920056	8.234905
 - 	790	-24.678286	3.544362	7.841698
 - 	791	-28.560270	4.183772	7.459393
 - 	792	-32.778107	4.836119	7.106926
 - 	793	-37.327320	5.489338	6.794178
 - 	794	-42.195751	6.118638	6.528378
 - 	795	-47.352020	6.691281	6.319398
 - 	796	-52.744366	7.170372	6.177145
 - 	797	-58.305058	7.514808	6.102418
 - 	798	-63.954800	7.682085	6.080584
 - 	799	-69.609993	7.643284	6.080469
 - 	800	-75.195175	7.402645	6.058599
 - 	801	-80.649513	7.000685	5.967189
 - 	802	-85.922340	6.504064	5.756741
 - 	803	-90.964348	5.998705	5.377417
 - 	804	-95.720970	5.581064	4.793605
 - 	805	-100.130165	5.332679	4.003437
 - 	806	-104.124321	5.283851	3.043699
 - 	807	-107.635315	5.396443	1.985882
 - 	808	-110.600388	5.580689	0.925284
 - 	809	-112.965439	5.730906	-0.062050
 - 	810	-114.685982	5.762330	-0.977876
 - 	811	-115.731125	5.633158	-1.890627
 - 	812	-116.091568	5.340137	-2.832247
 - 	813	-115.781326	4.898911	-3.724769
 - 	814	-114.826981	4.331210	-4.422626
 - 	815	-113.255463	3.664335	-4.808076
 - 	816	-111.092018	2.931440	-4.855280
 - 	817	-108.367691	2.167713	-4.624961
 - 	818	-105.125023	1.406847	-4.205437
 - 	819	-101.413704	0.674811	-3.666902
 - 	820	-97.280930	-0.016521	-3.055121
 - 	821	-92.766296	-0.662788	-2.378640
 - 	822	-87.902641	-1.249598	-1.591007
 - 	823	-82.717720	-1.747797	-0.630256
 - 	824	-77.232300	-2.133247	0.512891
 - 	825	-71.454918	-2.405141	1.786550
 - 	826	-65.381287	-2.577211	3.121035
 - 	827	-59.006100	-2.655212	4.451610
 - 	828	-52.346184	-2.629961	5.706735
 - 	829	-45.469158	-2.490524	6.810370
 - 	830	-38.514797	-2.237218	7.704258
 - 	831	-31.693840	-1.886097	8.346458
 - 	832	-25.264095	-1.473572	8.698745
 - 	833	-19.497402	-1.056186	8.742092
 - 	834	-14.647501	-0.696797	8.499374
 - 	835	-10.919765	-0.444786	8.034130
 - 	836	-8.439244	-0.318449	7.431383
 - 	837	-7.224491	-0.296464	6.776987
 - 	838	-7.183785	-0.328526	6.145724
 - 	839	-8.141325	-0.360928	5.595985
 - 	840	-9.888639	-0.360280	5.161248
 - 	841	-12.242590	-0.324547	4.841324
 - 	842	-15.080549	-0.278036	4.608105
 - 	843	-18.336069	-0.252539	4.424149
 - 	844	-21.959511	-0.264665	4.255814
 - 	845	-25.864748	-0.303094	4.081486
 - 	846	-29.896910	-0.335154	3.904814
 - 	847	-33.843067	-0.327754	3.757944
 - 	848	-37.476501	-0.262801	3.682527
 - 	849	-40.609913	-0.132225	3.703361
 - 	850	-43.133720	0.076590	3.810796
 - 	851	-45.024342	0.382618	3.958976
 - 	852	-46.320927	0.796802	4.083611
 - 	853	-47.085278	1.307083	4.133043
 - 	854	-47.368961	1.875699	4.096783
 - 	855	-47.201344	2.447113	4.018951
 - 	856	-46.594524	2.964019	3.994204
 - 	857	-45.552780	3.389846	4.143674
 - 	858	-44.077126	3.718473	4.566315
 - 	859	-42.165783	3.960006	5.283571
 - 	860	-39.819916	4.122521	6.214245
 - 	861	-37.058205	4.203114	7.197198
 - 	862	-33.933216	4.181942	8.054731
 - 	863	-30.540125	4.022797	8.672801
 - 	864	-27.012590	3.694393	9.049950
 - 	865	-23.506113	3.203912	9.278404
 - 	866	-20.178331	2.610421	9.478477
 - 	867	-17.178120	2.007921	9.725477
 - 	868	-14.645608	1.494944	9.999154
 - 	869	-12.713791	1.145185	10.201416
 - 	870	-11.500476	0.992830	10.236576
 - 	871	-11.091692	1.038174	10.067821
 - 	872	-11.523867	1.260518	9.716948
 - 	873	-12.771214	1.626784	9.249552
 - 	874	-14.751059	2.095537	8.752356
 - 	875	-17.351227	2.620937	8.296366
 - 	876	-20.463247	3.160429	7.913417
 - 	877	-24.005714	3.685568	7.595443
 - 	878	-27.931259	4.190136	7.306244
 - 	879	-32.216778	4.687406	7.006768
 - 	880	-36.844234	5.196317	6.685553
 - 	881	-41.783768	5.725775	6.370990
 - 	882	-46.985672	6.264103	6.115764
 - 	883	-52.380062	6.775245	5.967984
 - 	884	-57.883614	7.201314	5.948637
 - 	885	-63.413197	7.473033	6.042961
 - 	886	-68.899727	7.530654	6.202810
 - 	887	-74.292595	7.348162	6.355947
 - 	888	-79.554848	6.950589	6.419828
 - 	889	-84.656212	6.419389	6.320086
 - 	890	-89.566177	5.876966	6.009603
 - 	891	-94.244621	5.445436	5.471481
 - 	892	-98.634148	5.199344	4.706194
 - 	893	-102.662437	5.146067	3.731797
 - 	894	-106.251732	5.235101	2.594528
 - 	895	-109.326645	5.376741	1.357952
 - 	896	-111.819885	5.472725	0.080602
 - 	897	-113.678772	5.454214	-1.179434
 - 	898	-114.869934	5.299111	-2.335775
 - 	899	-115.378632	5.018158	-3.270378
 - 	900	-115.204681	4.629447	-3.875668
 - 	901	-114.356995	4.144145	-4.115382
 - 	902	-112.850395	3.567274	-4.053893
 - 	903	-110.709610	2.906592	-3.803461
 - 	904	-107.974922	2.185217	-3.443246
 - 	905	-104.699654	1.446425	-3.006598
 - 	906	-100.941223	0.740170	-2.511719
 - 	907	-96.751587	0.103721	-1.970237
 - 	908	-92.170502	-0.445294	-1.366665
 - 	909	-87.224266	-0.901117	-0.647601
 - 	910	-81.930534	-1.260742	0.238293
 - 	911	-76.304665	-1.525185	1.289892
 - 	912	-70.361290	-1.708849	2.445840
 - 	913	-64.114372	-1.843973	3.608820
 - 	914	-57.584690	-1.962481	4.693219
 - 	915	-50.816795	-2.067985	5.661623
 - 	916	-43.900597	-2.131348	6.513584
 - 	917	-36.987846	-2.107942	7.254457
 - 	918	-30.290926	-1.963374	7.870887
 - 	919	-24.061962	-1.699735	8.325402
 - 	920	-18.557859	-1.364014	8.574142
 - 	921	-13.997984	-1.031818	8.590372
 - 	922	-10.528506	-0.776429	8.379531
 - 	923	-8.203295	-0.639772	7.981277
 - 	924	-6.982973	-0.620439	7.460799
 - 	925	-6.753478	-0.682832	6.892749
 - 	926	-7.355735	-0.778303	6.341232
 - 	927	-8.614677	-0.866899	5.844394
 - 	928	-10.366658	-0.931807	5.411245
 - 	929	-12.482328	-0.977385	5.032707
 - 	930	-14.880442	-1.011681	4.698701
 - 	931	-17.531988	-1.027929	4.405387
 - 	932	-20.445110	-0.996497	4.150400
 - 	933	-23.621559	-0.870861	3.934442
 - 	934	-27.004072	-0.609183	3.776699
 - 	935	-30.452894	-0.205428	3.719456
 - 	936	-33.768898	0.293347	3.801339
 - 	937	-36.746941	0.806534	4.017941
 - 	938	-39.228432	1.266783	4.304408
 - 	939	-41.128231	1.655097	4.554977
 - 	940	-42.426685	1.996622	4.671144
 - 	941	-43.137745	2.328913	4.615221
 - 	942	-43.280087	2.674819	4.441515
 - 	943	-42.869381	3.037860	4.288042
 - 	944	-41.923592	3.412439	4.327875
 - 	945	-40.466457	3.788050	4.695821
 - 	946	-38.526173	4.141916	5.422854
 - 	947	-36.135616	4.435141	6.409315
 - 	948	-33.341076	4.619838	7.452939
 - 	949	-30.218956	4.649992	8.324860
 - 	950	-26.887325	4.488602	8.858518
 - 	951	-23.496801	4.115146	9.019626
 - 	952	-20.201927	3.541746	8.929885
 - 	953	-17.134190	2.824818	8.804322
 - 	954	-14.394865	2.055001	8.822690
 - 	955	-12.066153	1.333795	9.027075
 - 	956	-10.230861	0.745514	9.311458
 - 	957	-8.985189	0.334493	9.509138
 - 	958	-8.430188	0.110655	9.512830
 - 	959	-8.647703	0.074284	9.324061
 - 	960	-9.673122	0.225997	9.012370
 - 	961	-11.475153	0.559516	8.655673
 - 	962	-13.958554	1.055099	8.311502
 - 	963	-16.994692	1.679099	8.012990
 - 	964	-20.464058	2.388380	7.771091
 - 	965	-24.289064	3.140950	7.576332
 - 	966	-28.441822	3.908794	7.405820
 - 	967	-32.925827	4.680541	7.238994
 - 	968	-37.746761	5.448760	7.072289
 - 	969	-42.889919	6.192794	6.921553
 - 	970	-48.312073	6.872557	6.811032
 - 	971	-53.945309	7.434532	6.758600
 - 	972	-59.706646	7.823336	6.764852
 - 	973	-65.511452	8.000767	6.804538
 - 	974	-71.285324	7.962450	6.826793
 - 	975	-76.965843	7.733075	6.768078
 - 	976	-82.495193	7.347393	6.561993
 - 	977	-87.812790	6.844686	6.142719
 - 	978	-92.853920	6.282640	5.459684
 - 	979	-97.552322	5.743644	4.505278
 - 	980	-101.843384	5.316558	3.336382
 - 	981	-105.666283	5.058560	2.058220
 - 	982	-108.964485	4.961400	0.772036
 - 	983	-111.685600	4.957967	-0.455976
 - 	984	-113.782364	4.961193	-1.579715
 - 	985	-115.215813	4.896260	-2.550636
 - 	986	-115.960388	4.712967	-3.326419
 - 	987	-116.007172	4.384825	-3.895618
 - 	988	-115.362869	3.901322	-4.284122
 - 	989	-114.046722	3.262045	-4.539919
 - 	990	-112.090836	2.481995	-4.696119
 - 	991	-109.540222	1.602467	-4.746962
 - 	992	-106.447952	0.686851	-4.670125
 - 	993	-102.869164	-0.202089	-4.437781
 - 	994	-98.855850	-1.015895	-3.990168
 - 	995	-94.451500	-1.713822	-3.254689
 - 	996	-89.689713	-2.263070	-2.225198
 - 	997	-84.596832	-2.654754	-0.994428
 - 	998	-79.192551	-2.908785	0.307972
 - 	999	-73.487045	-3.057273	1.593163
 - 	1000	-67.479050	-3.128638	2.824922
 - 	1001	-61.162598	-3.143909	3.991614
 - 	1002	-54.549603	-3.109681	5.092845
 - 	1003	-47.701950	-3.009054	6.121458
 - 	1004	-40.755238	-2.812520	7.039867
 - 	1005	-33.920918	-2.503318	7.793725
 - 	1006	-27.464664	-2.094788	8.346031
 - 	1007	-21.668032	-1.631883	8.688479
 - 	1008	-16.785248	-1.179887	8.827414
 - 	1009	-13.006258	-0.806554	8.769859
 - 	1010	-10.430624	-0.557664	8.529686
 - 	1011	-9.054854	-0.434749	8.139603
 - 	1012	-8.779435	-0.395524	7.649636
 - 	1013	-9.438870	-0.380433	7.115682
 - 	1014	-10.843334	-0.345541	6.586941
 - 	1015	-12.811467	-0.280493	6.094444
 - 	1016	-15.188976	-0.205116	5.643811
 - 	1017	-17.860775	-0.148518	5.220760
 - 	1018	-20.755028	-0.122798	4.810799
 - 	1019	-23.831312	-0.110578	4.419328
 - 	1020	-27.050926	-0.076058	4.078572
 - 	1021	-30.340033	0.009608	3.838393
 - 	1022	-33.571243	0.148870	3.743876
 - 	1023	-36.580215	0.321893	3.810237
 - 	1024	-39.206532	0.511125	4.010561
 - 	1025	-41.334438	0.722857	4.282054
 - 	1026	-42.910408	0.986622	4.545549
 - 	1027	-43.930317	1.333665	4.732080
 - 	1028	-44.411793	1.773062	4.811621
 - 	1029	-44.373692	2.284734	4.813250
 - 	1030	-43.831806	2.831342	4.817399
 - 	1031	-42.804634	3.374882	4.915368
 - 	1032	-41.315292	3.884475	5.159690
 - 	1033	-39.388363	4.333693	5.535096
 - 	1034	-37.051350	4.691402	5.968664
 - 	1035	-34.344616	4.914050	6.373085
 - 	1036	-31.336218	4.951232	6.694747
 - 	1037	-28.128723	4.764386	6.942185
 - 	1038	-24.847527	4.346409	7.178892
 - 	1039	-21.617668	3.731582	7.483207
 - 	1040	-18.550173	2.991349	7.903082
 - 	1041	-15.746547	2.218923	8.428762
 - 	1042	-13.308990	1.511983	8.990890
 - 	1043	-11.349597	0.956795	9.485147
 - 	1044	-9.995377	0.611808	9.815679
 - 	1045	-9.374481	0.498488	9.931688
 - 	1046	-9.584609	0.604633	9.829086
 - 	1047	-10.660975	0.897049	9.534128
 - 	1048	-12.559288	1.338435	9.101412
 - 	1049	-15.169161	1.895988	8.607475
 - 	1050	-18.356215	2.539629	8.125468
 - 	1051	-22.004477	3.240216	7.706806
 - 	1052	-26.036613	3.969976	7.376909
 - 	1053	-30.411888	4.704290	7.133929
 - 	1054	-35.110146	5.424192	6.953693
 - 	1055	-40.110104	6.115470	6.806742
 - 	1056	-45.372597	6.762890	6.678338
 - 	1057	-50.838264	7.343147	6.572439
 - 	1058	-56.438084	7.821504	6.496767
 - 	1059	-62.104095	8.156453	6.446722
 - 	1060	-67.772522	8.311365	6.402295
 - 	1061	-73.381233	8.266930	6.334565
 - 	1062	-78.866081	8.027816	6.207841
 - 	1063	-84.158775	7.622362	5.971941
 - 	1064	-89.191086	7.105149	5.558513
 - 	1065	-93.902298	6.558556	4.898279
 - 	1066	-98.240967	6.077253	3.961970
 - 	1067	-102.159927	5.739381	2.800069
 - 	1068	-105.608955	5.574626	1.525905
 - 	1069	-108.531975	5.550069	0.246920
 - 	1070	-110.872902	5.593942	-0.973505
 - 	1071	-112.586296	5.634818	-2.086434
 - 	1072	-113.645889	5.620796	-3.002044
 - 	1073	-114.042526	5.511127	-3.605879
 - 	1074	-113.774300	5.264295	-3.853281
 - 	1075	-112.844582	4.846469	-3.801580
 - 	1076	-111.269234	4.249979	-3.549945
 - 	1077	-109.080147	3.503701	-3.193237
 - 	1078	-106.321045	2.666976	-2.816679
 - 	1079	-103.041748	1.804744	-2.474653
 - 	1080	-99.292152	0.965290	-2.156068
 - 	1081	-95.114998	0.180923	-1.792170
 - 	1082	-90.542664	-0.519788	-1.299986
 - 	1083	-85.599762	-1.110531	-0.629705
 - 	1084	-80.307663	-1.579501	0.209872
 - 	1085	-74.686966	-1.934114	1.175614
 - 	1086	-68.755363	-2.188293	2.226188
 - 	1087	-62.527836	-2.345966	3.329095
 - 	1088	-56.029301	-2.394406	4.452376
 - 	1089	-49.316589	-2.315842	5.550164
 - 	1090	-42.499649	-2.108946	6.556322
 - 	1091	-35.752380	-1.798088	7.405593
 - 	1092	-29.302515	-1.426067	8.056424
 - 	1093	-23.400743	-1.044039	8.485584
 - 	1094	-18.283913	-0.705597	8.677766
 - 	1095	-14.144758	-0.458972	8.635287
 - 	1096	-11.110190	-0.331834	8.392193
 - 	1097	-9.226813	-0.315756	8.012815
 - 	1098	-8.455660	-0.364373	7.574210
 - 	1099	-8.681371	-0.412186	7.140774
 - 	1100	-9.734679	-0.405511	6.743146
 - 	1101	-11.420076	-0.326304	6.374634
 - 	1102	-13.545823	-0.196323	6.007940
 - 	1103	-15.956580	-0.061450	5.620204
 - 	1104	-18.559561	0.037167	5.209503
 - 	1105	-21.323631	0.090694	4.794189
 - 	1106	-24.244947	0.130449	4.402319
 - 	1107	-27.302643	0.208722	4.065278
 - 	1108	-30.427700	0.366342	3.818057
 - 	1109	-33.495323	0.610069	3.696494
 - 	1110	-36.349239	0.915433	3.725688
 - 	1111	-38.847561	1.252301	3.903237
 - 	1112	-40.897907	1.609050	4.183251
 - 	1113	-42.460419	1.993003	4.476247
 - 	1114	-43.525185	2.411470	4.682657
 - 	1115	-44.087265	2.854969	4.747793
 - 	1116	-44.136211	3.297110	4.699993
 - 	1117	-43.660725	3.707316	4.643804
 - 	1118	-42.660511	4.063099	4.709624
 - 	1119	-41.154858	4.353469	4.984467
 - 	1120	-39.182236	4.571717	5.463538
 - 	1121	-36.796669	4.704162	6.058563
 - 	1122	-34.067348	4.726048	6.653281
 - 	1123	-31.083084	4.607120	7.162871
 - 	1124	-27.957386	4.323955	7.567371
 - 	1125	-24.821037	3.876498	7.909926
 - 	1126	-21.799652	3.301276	8.263468
 - 	1127	-18.996300	2.670263	8.678269
 - 	1128	-16.497292	2.070286	9.138034
 - 	1129	-14.394449	1.573581	9.556181
 - 	1130	-12.796743	1.221538	9.819062
 - 	1131	-11.816813	1.031107	9.851004
 - 	1132	-11.548737	1.007942	9.654132
 - 	1133	-12.052255	1.148028	9.293826
 - 	1134	-13.339334	1.433660	8.853434
 - 	1135	-15.364716	1.839572	8.402877
 - 	1136	-18.033756	2.341377	7.992410
 - 	1137	-21.231180	2.912423	7.651219
 - 	1138	-24.854944	3.521619	7.384099
 - 	1139	-28.836967	4.142489	7.175395
 - 	1140	-33.144424	4.761642	7.001224
 - 	1141	-37.764889	5.375319	6.845483
 - 	1142	-42.684624	5.977201	6.709713
 - 	1143	-47.871628	6.551247	6.605720
 - 	1144	-53.268791	7.072026	6.540557
 - 	1145	-58.797546	7.502477	6.510129
 - 	1146	-64.371696	7.793641	6.496582
 - 	1147	-69.914314	7.897166	6.461691
 - 	1148	-75.366295	7.785464	6.344460
 - 	1149	-80.683914	7.467750	6.071793
 - 	1150	-85.829475	6.997956	5.580769
 - 	1151	-90.759514	6.468351	4.838885
 - 	1152	-95.416786	5.983027	3.851933
 - 	1153	-99.734062	5.627273	2.676665
 - 	1154	-103.645264	5.442595	1.429250
 - 	1155	-107.091324	5.405975	0.246198
 - 	1156	-110.018623	5.436100	-0.781310
 - 	1157	-112.377037	5.436706	-1.634142
 - 	1158	-114.122482	5.343321	-2.337483
 - 	1159	-115.222641	5.136974	-2.923917
 - 	1160	-115.660515	4.824080	-3.421472
 - 	1161	-115.434242	4.408235	-3.843373
 - 	1162	-114.554703	3.877782	-4.169009
 - 	1163	-113.040710	3.216650	-4.353226
 - 	1164	-110.916260	2.427387	-4.371817
 - 	1165	-108.213387	1.546340	-4.246895
 - 	1166	-104.975197	0.636749	-4.020317
 - 	1167	-101.251930	-0.236709	-3.712306
 - 	1168	-97.092323	-1.029255	-3.294983
 - 	1169	-92.536774	-1.718102	-2.698629
 - 	1170	-87.616013	-2.293881	-1.858412
 - 	1171	-82.353783	-2.753640	-0.760621
 - 	1172	-76.768562	-3.098311	0.546647
 - 	1173	-70.874313	-3.330216	1.968011
 - 	1174	-64.684593	-3.448666	3.387347
 - 	1175	-58.223267	-3.446263	4.708004
 - 	1176	-51.538391	-3.310496	5.880154
 - 	1177	-44.712833	-3.035496	6.887726
 - 	1178	-37.873089	-2.633388	7.720804
 - 	1179	-31.197758	-2.135858	8.359380
 - 	1180	-24.911320	-1.592902	8.770065
 - 	1181	-19.255602	-1.068563	8.919043
 - 	1182	-14.455510	-0.628070	8.796183
 - 	1183	-10.693023	-0.320430	8.432676
 - 	1184	-8.083253	-0.162671	7.899024
 - 	1185	-6.651743	-0.131608	7.287801
 - 	1186	-6.328720	-0.172366	6.694966
 - 	1187	-6.969347	-0.224650	6.204407
 - 	1188	-8.390053	-0.251724	5.867720
 - 	1189	-10.407557	-0.252825	5.681444
 - 	1190	-12.873674	-0.252684	5.583775
 - 	1191	-15.696950	-0.276119	5.482274
 - 	1192	-18.840921	-0.320853	5.295983
 - 	1193	-22.294327	-0.347322	4.991307
 - 	1194	-26.018314	-0.298787	4.597645
 - 	1195	-29.899986	-0.139703	4.193196
 - 	1196	-33.749691	0.116460	3.869120
 - 	1197	-37.344986	0.412173	3.691805
 - 	1198	-40.491386	0.682642	3.677855
 - 	1199	-43.067822	0.898724	3.789770
 - 	1200	-45.036755	1.086256	3.954086
 - 	1201	-46.418938	1.308027	4.095540
 - 	1202	-47.254688	1.618759	4.172357
 - 	1203	-47.576031	2.027077	4.196873
 - 	1204	-47.398182	2.493730	4.234055
 - 	1205	-46.725945	2.961108	4.378822
 - 	1206	-45.566162	3.386543	4.716293
 - 	1207	-43.936649	3.756036	5.278704
 - 	1208	-41.866806	4.073812	6.020957
 - 	1209	-39.395058	4.340461	6.822656
 - 	1210	-36.570911	4.533208	7.523721
 - 	1211	-33.461620	4.599701	7.999583
 - 	1212	-30.159489	4.480429	8.229884
 - 	1213	-26.783220	4.150700	8.303380
 - 	1214	-23.467018	3.644380	8.366759
 - 	1215	-20.345428	3.044980	8.549983
 - 	1216	-17.548075	2.456625	8.895494
 - 	1217	-15.202765	1.968278	9.337806
 - 	1218	-13.434442	1.632936	9.751927
 - 	1219	-12.354952	1.472676	10.027169
 - 	1220	-12.049986	1.489805	10.109004
